,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Distancia_NEW
19727,Westmeadows,43 Bamford Av,4,h,821000.0,S,YPA,29/07/2017,16.5,3049.0,4.0,3.0,2.0,544.0,264.0,1997.0,Hume City Council,-37.67841,144.87923999999998,Northern Metropolitan,2474.0,22.823755269120333
19729,Westmeadows,4 Pershore Ct,3,h,635000.0,S,Barry,29/07/2017,16.5,3049.0,3.0,2.0,1.0,691.0,177.0,1975.0,Hume City Council,-37.68026,144.88468,Northern Metropolitan,2474.0,22.37306113058413
19730,Wheelers Hill,7 Ondine Dr,5,h,1095000.0,S,Ray,29/07/2017,16.7,3150.0,5.0,2.0,2.0,629.0,,,Monash City Council,-37.91636,145.17581,South-Eastern Metropolitan,7392.0,14.848404022756576
19732,Whittlesea,30 Sherwin St,3,h,601000.0,S,Ray,29/07/2017,35.5,3757.0,3.0,2.0,1.0,972.0,149.0,1996.0,Whittlesea City Council,-37.51232,145.13282,Northern Victoria,2170.0,37.68598944603888
19733,Williamstown,75 Cecil St,3,h,1050000.0,VB,Williams,29/07/2017,6.8,3016.0,3.0,1.0,0.0,179.0,115.0,1890.0,Hobsons Bay City Council,-37.86558,144.90474,Western Metropolitan,6380.0,11.724347580130916
19734,Williamstown,2/29 Dover Rd,1,u,385000.0,SP,Williams,29/07/2017,6.8,3016.0,1.0,1.0,1.0,0.0,35.64,1967.0,Hobsons Bay City Council,-37.85588,144.89936,Western Metropolitan,6380.0,12.0108925181362
19735,Williamstown,87 Pasco St,3,h,1285000.0,S,Jas,29/07/2017,6.8,3016.0,3.0,1.0,0.0,296.0,,,Hobsons Bay City Council,-37.86335,144.89487,Western Metropolitan,6380.0,12.526719502676407
19736,Windsor,201/152 Peel St,2,u,560000.0,PI,hockingstuart,29/07/2017,4.6,3181.0,2.0,1.0,1.0,0.0,61.6,2012.0,Port Phillip City Council,-37.85581,144.99025,Southern Metropolitan,4380.0,4.180479508419768
19737,Wollert,60 Saltlake Bvd,3,h,525300.0,S,Stockdale,29/07/2017,25.5,3750.0,3.0,2.0,2.0,400.0,,,Whittlesea City Council,-37.61387,145.0385,Northern Metropolitan,2940.0,25.412417536495454
19738,Yarraville,2 Adeney St,2,h,750000.0,SP,hockingstuart,29/07/2017,6.3,3013.0,2.0,1.0,2.0,269.0,,,Maribyrnong City Council,-37.81649,144.86731,Western Metropolitan,6543.0,15.034220311958087
19739,Yarraville,54 Pentland Pde,6,h,2450000.0,VB,Village,29/07/2017,6.3,3013.0,6.0,3.0,2.0,1087.0,388.5,1920.0,Maribyrnong City Council,-37.81038,144.89389,Western Metropolitan,6543.0,12.919745896796776
19741,Aberfeldie,1 Alma St,4,h,1436000.0,S,Brad,3/09/2017,7.5,3040.0,4.0,3.0,3.0,511.0,187.0,1922.0,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan,1543.0,14.827753866311868
19742,Airport West,5/1 Lock St,2,u,421000.0,S,Walshe,3/09/2017,10.4,3042.0,2.0,1.0,1.0,,,1995.0,Moonee Valley City Council,-37.72875,144.87927,Western Metropolitan,3464.0,18.655797739809486
19744,Albert Park,23 Faussett St,2,h,1910000.0,S,Greg,3/09/2017,3.0,3206.0,2.0,1.0,1.0,,,,Port Phillip City Council,-37.84207,144.95533,Southern Metropolitan,3280.0,6.99807564147436
19745,Albion,40 Ridley St,5,h,905000.0,S,hockingstuart,3/09/2017,10.5,3020.0,5.0,2.0,3.0,732.0,,1925.0,Brimbank City Council,-37.78345,144.82295,Western Metropolitan,2185.0,19.786226189268415
19746,Alphington,22 Harker St,4,h,1680000.0,S,Love,3/09/2017,5.7,3078.0,4.0,3.0,2.0,720.0,,,Darebin City Council,-37.77928,145.02993,Northern Metropolitan,2211.0,7.064568236780924
19747,Altona,86 Grieve Pde,3,h,913000.0,S,Greg,3/09/2017,11.0,3018.0,3.0,2.0,3.0,530.0,148.0,1985.0,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan,5301.0,19.07950144678997
19748,Altona,58A Rose St,3,h,870000.0,VB,hockingstuart,3/09/2017,11.0,3018.0,3.0,1.0,2.0,,,,Hobsons Bay City Council,-37.86525,144.81988,Western Metropolitan,5301.0,19.08020806797309
19749,Altona Meadows,96 Linden St,3,h,590000.0,PI,hockingstuart,3/09/2017,15.5,3028.0,3.0,1.0,2.0,459.0,,,Hobsons Bay City Council,-37.87063,144.77632,Western Metropolitan,7630.0,22.95826948754428
19750,Altona North,95 Marion St,3,h,1070000.0,PI,RT,3/09/2017,9.4,3025.0,3.0,1.0,3.0,693.0,134.0,1950.0,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan,5132.0,16.375447823091495
19751,Armadale,121 Kooyong Rd,4,h,5100000.0,S,Marshall,3/09/2017,6.3,3143.0,4.0,2.0,2.0,761.0,255.0,1900.0,Stonnington City Council,-37.85249,145.02091000000001,Southern Metropolitan,4836.0,1.6295317139421268
19752,Armadale,9/61 Kooyong Rd,2,u,450000.0,VB,Jellis,3/09/2017,6.3,3143.0,2.0,1.0,,,,1970.0,Stonnington City Council,-37.85816,145.02001,Southern Metropolitan,4836.0,2.1456959896657133
19753,Armadale,2/26 Mercer Rd,2,u,820000.0,S,Jellis,3/09/2017,6.3,3143.0,2.0,1.0,1.0,1501.0,,,Stonnington City Council,-37.8528,145.02684,Southern Metropolitan,4836.0,1.3130219211679657
19754,Armadale,2/68 Rose St,2,h,1330000.0,S,Marshall,3/09/2017,6.3,3143.0,2.0,2.0,1.0,,,1969.0,Stonnington City Council,-37.8517,145.0197,Southern Metropolitan,4836.0,1.6573930381101747
19755,Armadale,6/58 Wattletree Rd,3,t,1160000.0,S,Marshall,3/09/2017,6.3,3143.0,3.0,1.0,2.0,,,,Stonnington City Council,-37.862190000000005,145.02086,Southern Metropolitan,4836.0,2.477630510795264
19758,Ascot Vale,18 Munro St,3,h,1130000.0,S,Jellis,3/09/2017,4.3,3032.0,3.0,1.0,1.0,,110.0,1910.0,Moonee Valley City Council,-37.77557,144.9142,Western Metropolitan,6567.0,12.982251041782643
19759,Ascot Vale,132 The Parade,3,h,985000.0,S,Brad,3/09/2017,4.3,3032.0,3.0,1.0,,245.0,91.0,1945.0,Moonee Valley City Council,-37.77215,144.91144,Western Metropolitan,6567.0,13.400630997680638
19762,Avondale Heights,14 Davis Av,3,u,695000.0,S,Moonee,3/09/2017,9.5,3034.0,3.0,2.0,1.0,,,,Moonee Valley City Council,-37.75923,144.85691,Western Metropolitan,4502.0,18.209466148008868
19763,Avondale Heights,50 Riviera Rd,4,h,905000.0,S,Nelson,3/09/2017,9.5,3034.0,4.0,1.0,2.0,,,,Moonee Valley City Council,-37.75485,144.86806,Western Metropolitan,4502.0,17.63644317045255
19764,Balaclava,16/109 Hotham St,2,u,600000.0,VB,Buxton,3/09/2017,6.4,3183.0,2.0,1.0,1.0,2283.0,85.0,1980.0,Port Phillip City Council,-37.870779999999996,144.99898000000002,Southern Metropolitan,2952.0,4.426209573267147
19765,Balwyn,2/30 Weir St,2,h,870000.0,S,Jellis,3/09/2017,7.9,3103.0,2.0,1.0,1.0,,90.0,1950.0,Boroondara City Council,-37.81524,145.0843,Southern Metropolitan,5682.0,5.322720980784272
19767,Balwyn North,2 Carrington St,3,h,1785000.0,PI,Jellis,3/09/2017,9.7,3104.0,3.0,2.0,3.0,683.0,,,Boroondara City Council,-37.80273,145.08392,Southern Metropolitan,7809.0,6.202435670151391
19768,Balwyn North,1/5 Dumblane St,3,t,1485000.0,S,hockingstuart,3/09/2017,9.7,3104.0,3.0,2.0,5.0,,,,Boroondara City Council,-37.79065,145.0908,Southern Metropolitan,7809.0,7.602905285133476
19771,Balwyn North,65 Longview Rd,4,h,2650000.0,VB,Marshall,3/09/2017,9.7,3104.0,4.0,2.0,2.0,996.0,,,Boroondara City Council,-37.7883,145.07805,Southern Metropolitan,7809.0,7.147579899161502
19772,Balwyn North,3/66 Sweyn St,3,t,1005000.0,S,Jellis,3/09/2017,9.7,3104.0,3.0,2.0,2.0,,,,Boroondara City Council,-37.79423,145.10535,Southern Metropolitan,7809.0,8.223624595227436
19774,Balwyn North,17 Vicars St,5,h,1951000.0,S,Marshall,3/09/2017,9.7,3104.0,5.0,3.0,3.0,711.0,,1960.0,Boroondara City Council,-37.790659999999995,145.09004,Southern Metropolitan,7809.0,7.558850411598036
19775,Balwyn North,14 Wanbrow Av,5,h,1950000.0,S,RT,3/09/2017,9.7,3104.0,5.0,3.0,2.0,743.0,0.0,1949.0,Boroondara City Council,-37.80235,145.09311,Southern Metropolitan,7809.0,6.818809452557737
19776,Balwyn North,35 Yeneda St,5,h,1800000.0,PI,Noel,3/09/2017,9.7,3104.0,5.0,2.0,2.0,,,,Boroondara City Council,-37.801390000000005,145.10263,Southern Metropolitan,7809.0,7.534533250216068
19777,Bayswater,3 Grieve St,3,h,824000.0,S,One,3/09/2017,23.2,3153.0,3.0,1.0,2.0,725.0,112.0,1980.0,Knox City Council,-37.850629999999995,145.25802,Eastern Metropolitan,5030.0,19.66322072051992
19779,Beaumaris,30 Michael St,4,h,1630000.0,S,Buxton,3/09/2017,17.3,3193.0,4.0,2.0,2.0,,,,Bayside City Council,-37.97647,145.04628,Southern Metropolitan,5366.0,14.869691812110425
19780,Beaumaris,3 White St,3,h,1405000.0,PI,Ray,3/09/2017,17.3,3193.0,3.0,2.0,2.0,,,,Bayside City Council,-37.989340000000006,145.03327,Southern Metropolitan,5366.0,16.264659591605547
19781,Bentleigh,104 Brewer Rd,4,h,2310000.0,S,Jellis,3/09/2017,11.4,3204.0,4.0,3.0,4.0,,234.0,1940.0,Glen Eira City Council,-37.92205,145.03512,Southern Metropolitan,6795.0,8.795221613310467
19785,Bentleigh,44 Whitmuir Rd,5,h,1660000.0,S,Jellis,3/09/2017,11.4,3204.0,5.0,3.0,2.0,,,,Glen Eira City Council,-37.9135,145.02923,Southern Metropolitan,6795.0,7.861630735422248
19787,Bentleigh East,26A Bonny St,4,t,1330000.0,S,Ray,3/09/2017,13.8,3165.0,4.0,3.0,2.0,,213.0,2014.0,Glen Eira City Council,-37.931940000000004,145.06062,Southern Metropolitan,10969.0,10.149719108984621
19788,Bentleigh East,24 Celia St,3,h,1290000.0,VB,Woodards,3/09/2017,13.8,3165.0,3.0,1.0,2.0,,,,Glen Eira City Council,-37.931940000000004,145.05919,Southern Metropolitan,10969.0,10.122344713003526
19789,Bentleigh East,16 Clifton St,4,h,1216000.0,S,Jellis,3/09/2017,13.8,3165.0,4.0,1.0,2.0,583.0,,,Glen Eira City Council,-37.93206,145.07929,Southern Metropolitan,10969.0,10.650331215589642
19792,Bentleigh East,15 Huntingdon Rd,2,h,1575000.0,S,Jellis,3/09/2017,13.8,3165.0,2.0,1.0,5.0,587.0,,,Glen Eira City Council,-37.91567,145.05357,Southern Metropolitan,10969.0,8.253380900658142
19796,Bentleigh East,4 Normdale Rd,3,h,1140000.0,S,Buxton,3/09/2017,13.8,3165.0,3.0,1.0,2.0,,121.0,1960.0,Glen Eira City Council,-37.93067,145.06696000000002,Southern Metropolitan,10969.0,10.153287789232728
19797,Bentleigh East,45 Tambet St,3,h,1470000.0,SP,Buxton,3/09/2017,13.8,3165.0,3.0,2.0,2.0,616.0,154.0,1960.0,Glen Eira City Council,-37.91506,145.07121,Southern Metropolitan,10969.0,8.634432889330515
19798,Berwick,7 Inkerman St,4,h,827000.0,S,Harcourts,3/09/2017,35.2,3806.0,4.0,2.0,2.0,,270.0,2007.0,Casey City Council,-38.07113,145.34581,Eastern Victoria,17093.0,37.2716272446711
19799,Berwick,4 Rheanva St,5,h,940000.0,VB,Kaye,3/09/2017,35.2,3806.0,5.0,4.0,2.0,,216.0,1984.0,Casey City Council,-38.0294,145.3431,Eastern Victoria,17093.0,34.10739544093783
19800,Berwick,18 Viewgrand Dr,4,h,975000.0,SP,Harcourts,3/09/2017,35.2,3806.0,4.0,3.0,2.0,675.0,332.0,2005.0,Casey City Council,-38.06508,145.35416999999998,Eastern Victoria,17093.0,37.367792325376946
19802,Black Rock,20 Iona St,4,h,1950000.0,PI,hockingstuart,3/09/2017,17.3,3193.0,4.0,3.0,2.0,665.0,206.0,1950.0,Bayside City Council,-37.97359,145.01883999999998,Southern Metropolitan,2866.0,14.583843540995616
19804,Blackburn,23 Naughton Gr,5,h,1350000.0,SP,Ray,3/09/2017,13.4,3130.0,5.0,2.0,4.0,,259.0,1950.0,Whitehorse City Council,-37.82893,145.15723,Eastern Metropolitan,5713.0,10.884190562470206
19806,Blackburn North,12 Katrina St,3,h,1160000.0,S,Fletchers,3/09/2017,13.4,3130.0,3.0,2.0,1.0,583.0,,,Whitehorse City Council,-37.803470000000004,145.1427,Eastern Metropolitan,2867.0,10.452883641327624
19808,Blackburn North,15 Merle St,4,h,1375000.0,S,Jellis,3/09/2017,13.4,3130.0,4.0,1.0,3.0,757.0,150.0,1968.0,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867.0,11.208707848425664
19809,Blackburn North,78 Shafer Rd,3,h,1320000.0,SP,Noel,3/09/2017,13.4,3130.0,3.0,2.0,4.0,798.0,,,Whitehorse City Council,-37.807520000000004,145.14878000000002,Eastern Metropolitan,2867.0,10.769771417934106
19810,Bonbeach,95 Bondi Rd,4,h,840000.0,VB,Buxton,3/09/2017,27.0,3196.0,4.0,2.0,1.0,,,,Kingston City Council,-38.06053,145.12938,South-Eastern Metropolitan,2887.0,25.554829136866754
19811,Box Hill,20 Graham Pl,3,h,2831000.0,S,Lindellas,3/09/2017,10.9,3128.0,3.0,1.0,3.0,1100.0,,,Whitehorse City Council,-37.8164,145.12964,Eastern Metropolitan,4605.0,8.846404671230701
19812,Box Hill,6 Parkside Av,2,h,1820000.0,SP,Buxton,3/09/2017,10.9,3128.0,2.0,1.0,2.0,701.0,94.0,1940.0,Whitehorse City Council,-37.82756,145.11897,Eastern Metropolitan,4605.0,7.597679786029138
19813,Briar Hill,3/25 Williams Rd,2,u,610000.0,S,Morrison,3/09/2017,16.1,3088.0,2.0,1.0,1.0,180.0,,,Banyule City Council,-37.70924,145.11411999999999,Eastern Metropolitan,1390.0,16.388495839985254
19815,Brighton,139 Cole St,5,h,5500000.0,VB,Marshall,3/09/2017,10.5,3186.0,5.0,5.0,2.0,830.0,,,Bayside City Council,-37.89544,145.00279,Southern Metropolitan,10579.0,6.486296301873149
19816,Brighton,7/344 New St,2,u,617000.0,S,Buxton,3/09/2017,10.5,3186.0,2.0,1.0,1.0,,,,Bayside City Council,-37.90233,144.99375,Southern Metropolitan,10579.0,7.530465422978433
19817,Brighton,1/109 Roslyn St,4,t,1700000.0,VB,Marshall,3/09/2017,10.5,3186.0,4.0,3.0,2.0,,,,Bayside City Council,-37.91897,145.00329,Southern Metropolitan,10579.0,8.897057680271603
19818,Brighton,4 Well St,3,h,4125000.0,S,Marshall,3/09/2017,10.5,3186.0,3.0,1.0,3.0,,,,Bayside City Council,-37.91384,144.99216,Southern Metropolitan,10579.0,8.732044926182182
19819,Brighton East,9 Berkeley Gr,4,h,2515000.0,S,Marshall,3/09/2017,10.3,3187.0,4.0,2.0,2.0,583.0,323.0,1925.0,Bayside City Council,-37.90953,145.0155,Southern Metropolitan,6938.0,7.598294043679947
19820,Brighton East,1/9 Binnie St,2,u,817500.0,S,Buxton,3/09/2017,10.3,3187.0,2.0,1.0,1.0,111.0,95.0,,Bayside City Council,-37.92416,145.00658,Southern Metropolitan,6938.0,9.365144537789154
19821,Brighton East,9 Dunoon Ct,3,h,1590000.0,S,Marshall,3/09/2017,10.3,3187.0,3.0,2.0,3.0,594.0,,,Bayside City Council,-37.91166,145.02265,Southern Metropolitan,6938.0,7.716712156912199
19822,Brighton East,12 Hughes St,3,h,1775000.0,S,Gary,3/09/2017,10.3,3187.0,3.0,1.0,1.0,602.0,,,Bayside City Council,-37.92066,145.01629,Southern Metropolitan,6938.0,8.79348753543426
19824,Brighton East,5/79 Union St,2,h,780000.0,VB,Buxton,3/09/2017,10.3,3187.0,2.0,1.0,1.0,,,,Bayside City Council,-37.907779999999995,145.01582,Southern Metropolitan,6938.0,7.402701537256407
19825,Broadmeadows,23 Bicknell Ct,3,h,673000.0,S,Stockdale,3/09/2017,14.0,3047.0,3.0,1.0,1.0,659.0,,,Hume City Council,-37.69404,144.91763999999998,Northern Metropolitan,4294.0,19.474828421958875
19826,Brunswick,5 Collier Cr,3,h,1400000.0,VB,Nelson,3/09/2017,5.2,3056.0,3.0,1.0,0.0,,,,Moreland City Council,-37.77203,144.9539,Northern Metropolitan,11918.0,10.6070522902196
19827,Brunswick,57 Edward St,3,h,1200000.0,S,Nelson,3/09/2017,5.2,3056.0,3.0,2.0,1.0,249.0,,,Moreland City Council,-37.77394,144.96317,Northern Metropolitan,11918.0,9.912278705411318
19828,Brunswick,1/11 Millward St,2,u,515000.0,S,Woodards,3/09/2017,5.2,3056.0,2.0,1.0,1.0,,,,Moreland City Council,-37.77421,144.9505,Northern Metropolitan,11918.0,10.635885171602608
19830,Brunswick,39 Wilkinson St,2,h,800000.0,VB,hockingstuart,3/09/2017,5.2,3056.0,2.0,1.0,0.0,140.0,90.0,1890.0,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,11918.0,10.606304821526573
19832,Brunswick East,18 Ethel St,2,h,1023000.0,S,Domain,3/09/2017,4.0,3057.0,2.0,1.0,,154.0,76.0,1890.0,Moreland City Council,-37.77221,144.97537,Northern Metropolitan,5533.0,9.42451694885825
19833,Brunswick East,17 Gear St,2,t,755000.0,S,Woodards,3/09/2017,4.0,3057.0,2.0,2.0,1.0,,,,Moreland City Council,-37.77621,144.97706000000002,Northern Metropolitan,5533.0,8.973454876105153
19837,Bulleen,3/9 Amberley Ct,3,u,820000.0,PI,Parkes,3/09/2017,10.8,3105.0,3.0,2.0,2.0,,122.0,2008.0,Manningham City Council,-37.78045,145.10038,Eastern Metropolitan,4480.0,9.012474577032355
19838,Bundoora,30 Glenn Cr,3,h,680000.0,S,Ray,3/09/2017,12.1,3083.0,3.0,1.0,2.0,532.0,106.0,1977.0,Banyule City Council,-37.696690000000004,145.04515,Northern Metropolitan,10175.0,16.243637537508324
19839,Bundoora,280 Greenhills Rd,3,h,670000.0,S,Barry,3/09/2017,12.1,3083.0,3.0,1.0,2.0,,113.0,1960.0,Banyule City Council,-37.692820000000005,145.04387,Northern Metropolitan,10175.0,16.666746475258027
19840,Bundoora,22 Moreton Cr,3,h,814000.0,S,Barry,3/09/2017,12.1,3083.0,3.0,1.0,2.0,542.0,0.0,1970.0,Banyule City Council,-37.70861,145.05691000000002,Northern Metropolitan,10175.0,15.021639771178435
19841,Bundoora,1188 Plenty Rd,3,h,715000.0,SP,Stockdale,3/09/2017,12.1,3083.0,3.0,1.0,1.0,541.0,120.0,1960.0,Banyule City Council,-37.70603,145.05423000000002,Northern Metropolitan,10175.0,15.277421329795436
19842,Burnside,22 Paringa Wy,3,h,657500.0,SP,Harcourts,3/09/2017,14.8,3023.0,3.0,2.0,2.0,631.0,,,Melton City Council,-37.75225,144.7552,Western Metropolitan,1607.0,26.600156206972432
19843,Burnside Heights,15 Cunningham Ch,4,h,580000.0,SP,HAR,3/09/2017,14.8,3023.0,4.0,2.0,2.0,,162.0,2010.0,Melton City Council,-37.73438,144.76265,Western Metropolitan,1686.0,26.825821420506788
19845,Burwood East,2 Howitt Pl,3,h,930000.0,S,Fletchers,3/09/2017,14.7,3151.0,3.0,2.0,2.0,369.0,,,Whitehorse City Council,-37.857929999999996,145.13925,Eastern Metropolitan,4048.0,9.342044642963906
19847,Camberwell,78 Bowen St,4,h,4060000.0,S,Kay,3/09/2017,7.7,3124.0,4.0,3.0,2.0,947.0,,,Boroondara City Council,-37.844570000000004,145.06218,Southern Metropolitan,8920.0,2.4152207631591605
19848,Camberwell,653 Burke Rd,6,h,3950000.0,VB,Kay,3/09/2017,7.7,3124.0,5.0,3.0,4.0,,,,Boroondara City Council,-37.83562,145.05566000000002,Southern Metropolitan,8920.0,1.999682932964644
19849,Camberwell,1/26 Cooloongatta Rd,3,h,1455000.0,S,Marshall,3/09/2017,7.7,3124.0,3.0,2.0,2.0,,,,Boroondara City Council,-37.83641,145.07594,Southern Metropolitan,8920.0,3.6877067991120938
19850,Camberwell,1/10 Lesley St,4,t,1850000.0,VB,Jellis,3/09/2017,7.7,3124.0,4.0,2.0,2.0,,260.0,2010.0,Boroondara City Council,-37.84612,145.09485,Southern Metropolitan,8920.0,5.295578188396589
19851,Camberwell,116 Rowell Av,3,t,1600000.0,PI,Marshall,3/09/2017,7.7,3124.0,3.0,2.0,1.0,,,1996.0,Boroondara City Council,-37.84514,145.05953,Southern Metropolitan,8920.0,2.1893779058599696
19852,Camberwell,1/30 Stanhope Gr,3,u,950000.0,VB,J,3/09/2017,7.7,3124.0,3.0,1.0,2.0,,,,Boroondara City Council,-37.82731,145.06452,Southern Metropolitan,8920.0,3.1289843906477843
19853,Camberwell,3/25 Thomas St,2,u,692500.0,S,Noel,3/09/2017,7.7,3124.0,2.0,1.0,1.0,145.0,72.0,1970.0,Boroondara City Council,-37.84197,145.09374,Southern Metropolitan,8920.0,5.186102596932298
19856,Canterbury,3/67 Wattle Valley Rd,2,u,615000.0,S,Marshall,3/09/2017,8.4,3126.0,2.0,1.0,1.0,,,,Boroondara City Council,-37.83201,145.08163000000002,Southern Metropolitan,3265.0,4.290478136399247
19857,Carlton North,521 Canning St,2,h,1520000.0,PI,Woodards,3/09/2017,3.5,3054.0,2.0,1.0,1.0,193.0,106.0,1900.0,Melbourne City Council,-37.78406,144.97494,Northern Metropolitan,3106.0,8.386416678033964
19860,Carnegie,2/3 Milton St,3,h,1333000.0,S,Gary,3/09/2017,10.1,3163.0,3.0,2.0,2.0,,128.0,2014.0,Glen Eira City Council,-37.88626,145.0499,Southern Metropolitan,7822.0,5.0016745169943615
19863,Caulfield East,24 Clifton St,4,h,1609000.0,S,Gary,3/09/2017,8.4,3145.0,4.0,2.0,2.0,664.0,155.0,1900.0,Glen Eira City Council,-37.883759999999995,145.04476,Southern Metropolitan,608.0,4.628429081487681
19864,Caulfield East,14 Lloyds Av,4,t,985000.0,S,Besser,3/09/2017,8.4,3145.0,4.0,2.0,2.0,,169.0,2000.0,Glen Eira City Council,-37.88605,145.04469,Southern Metropolitan,608.0,4.877169445985162
19865,Caulfield North,15/9 Kooyong Rd,2,u,490000.0,PI,Gary,3/09/2017,7.8,3161.0,2.0,1.0,1.0,,,,Glen Eira City Council,-37.864259999999994,145.01896000000002,Southern Metropolitan,6923.0,2.760247092245785
19868,Chadstone,93 Power Av,2,h,1131000.0,S,Barry,3/09/2017,11.7,3148.0,2.0,1.0,1.0,,,,Monash City Council,-37.876059999999995,145.10199,Southern Metropolitan,3582.0,6.967713964649038
19870,Chelsea Heights,10 Fielding Dr,3,h,721000.0,S,Ray,3/09/2017,27.0,3196.0,3.0,1.0,2.0,,,,Kingston City Council,-38.051790000000004,145.14185,South-Eastern Metropolitan,2076.0,25.030575836232696
19871,Cheltenham,1B Glyn Ct,3,h,960000.0,S,O'Brien,3/09/2017,17.9,3192.0,3.0,1.0,2.0,,,,Bayside City Council,-37.95678,145.06133,Southern Metropolitan,9758.0,12.862973796627596
19872,Cheltenham,4 Warren Rd,3,h,1295000.0,S,O'Brien,3/09/2017,17.9,3192.0,3.0,2.0,2.0,657.0,195.0,1958.0,Bayside City Council,-37.95499,145.06775,Southern Metropolitan,9758.0,12.783583620363476
19873,Clayton,68 Margaret St,3,h,1238888.0,SP,Ray,3/09/2017,16.7,3168.0,3.0,1.0,1.0,,128.0,1955.0,Monash City Council,-37.917390000000005,145.11773,South-Eastern Metropolitan,5837.0,11.032426641736867
19874,Clayton South,2/21 Oakes Av,2,u,575000.0,SP,Buxton,3/09/2017,17.5,3169.0,2.0,1.0,2.0,914.0,89.0,1970.0,Kingston City Council,-37.93524,145.1306,South-Eastern Metropolitan,4734.0,13.274842404995551
19875,Clifton Hill,34 Fenwick St,3,h,1436000.0,S,Jellis,3/09/2017,3.6,3068.0,3.0,2.0,,123.0,128.0,1990.0,Yarra City Council,-37.78888,145.00036,Northern Metropolitan,2954.0,6.71137101037369
19876,Coburg,18 Barrow St,3,h,1020000.0,S,Ray,3/09/2017,6.7,3058.0,3.0,1.0,1.0,,,,Darebin City Council,-37.75463,144.97088,Northern Metropolitan,11204.0,11.292191840986922
19877,Coburg,18 Davis St,4,h,1055000.0,S,Brad,3/09/2017,6.7,3058.0,4.0,1.0,1.0,560.0,,,Darebin City Council,-37.74192,144.95096999999998,Northern Metropolitan,11204.0,13.414699994209613
19878,Coburg,38 Gordon St,4,h,1080000.0,VB,Nelson,3/09/2017,6.7,3058.0,4.0,1.0,1.0,452.0,,,Darebin City Council,-37.750890000000005,144.94833,Northern Metropolitan,11204.0,12.73303209040315
19879,Coburg,16 Industry La,2,t,685000.0,SP,Brad,3/09/2017,6.7,3058.0,2.0,2.0,1.0,,97.0,2008.0,Darebin City Council,-37.73673,144.97013,Northern Metropolitan,11204.0,13.08078790388904
19880,Coburg,2/25 Liverpool St,2,h,550000.0,VB,Jellis,3/09/2017,6.7,3058.0,2.0,1.0,1.0,,86.0,1960.0,Darebin City Council,-37.745470000000005,144.95223000000001,Northern Metropolitan,11204.0,13.02517677932173
19881,Coburg,87 Phillips St,3,h,1210000.0,S,McDonald,3/09/2017,6.7,3058.0,3.0,1.0,4.0,460.0,141.0,1920.0,Darebin City Council,-37.745129999999996,144.95458,Northern Metropolitan,11204.0,12.942313744664862
19882,Coburg,60 Woiwurung Cr,2,t,631000.0,S,Brad,3/09/2017,6.7,3058.0,2.0,2.0,1.0,1965.0,103.0,2000.0,Darebin City Council,-37.73615,144.97455,Northern Metropolitan,11204.0,12.974643908981518
19883,Coburg North,5 Gould St,4,h,926000.0,SP,RW,3/09/2017,6.7,3058.0,4.0,1.0,5.0,565.0,,,Darebin City Council,-37.72525,144.96583,Northern Metropolitan,3445.0,14.394490384997942
19884,Coolaroo,3 Thorpdale Av,3,h,457000.0,S,YPA,3/09/2017,17.4,3048.0,3.0,1.0,2.0,551.0,118.0,1975.0,Hume City Council,-37.65532,144.93393,Northern Metropolitan,1124.0,22.630160515223572
19885,Craigieburn,29 Abercarn Av,4,h,560000.0,VB,YPA,3/09/2017,20.6,3064.0,4.0,2.0,1.0,,195.0,1985.0,Hume City Council,-37.61099,144.93901,Northern Metropolitan,15510.0,27.0811468851317
19886,Craigieburn,30 Gateshead St,4,h,505000.0,S,RW,3/09/2017,20.6,3064.0,4.0,2.0,2.0,406.0,,,Hume City Council,-37.57008,144.90388000000002,Northern Metropolitan,15510.0,32.398260945350266
19887,Craigieburn,17 Pinnacle Dr,3,h,497500.0,S,Ray,3/09/2017,20.6,3064.0,3.0,2.0,2.0,,154.0,2010.0,Hume City Council,-37.57095,144.92584,Northern Metropolitan,15510.0,31.667613619203454
19889,Croydon,1/29 Haig St,3,u,640000.0,SP,McGrath,3/09/2017,23.0,3136.0,3.0,1.0,2.0,,203.0,1930.0,Maroondah City Council,-37.793479999999995,145.2872,Eastern Metropolitan,11925.0,22.885518767196483
19890,Croydon,34 Ruskin Av,4,h,730000.0,VB,Fletchers,3/09/2017,23.0,3136.0,4.0,2.0,2.0,655.0,184.0,1965.0,Maroondah City Council,-37.79725,145.29651,Eastern Metropolitan,11925.0,23.588457605339702
19892,Croydon,46 Vinter Av,3,h,1005000.0,S,iTRAK,3/09/2017,23.0,3136.0,3.0,1.0,8.0,1082.0,,,Maroondah City Council,-37.80618,145.27755,Eastern Metropolitan,11925.0,21.752718664457248
