,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Distancia_NEW
14879,Chelsea,5/11 Bath St,2,u,525000.0,PI,hockingstuart,3/06/2017,27.0,3196.0,2.0,1.0,1.0,506.0,,2011.0,Kingston City Council,-38.05304,145.1151,South-Eastern Metropolitan,3906.0,24.37785355420292
14880,Chelsea,30 Mulkarra Dr,3,h,840000.0,S,Ray,3/06/2017,27.0,3196.0,3.0,2.0,2.0,534.0,126.0,1975.0,Kingston City Council,-38.04683,145.1261,South-Eastern Metropolitan,3906.0,24.024340462580092
14882,Cheltenham,1/31 Cavanagh St,2,t,745000.0,S,Ray,3/06/2017,17.9,3192.0,2.0,1.0,2.0,359.0,98.5,1991.0,Bayside City Council,-37.96342,145.06516000000002,Southern Metropolitan,9758.0,13.650231352621407
14885,Cheltenham,19 Shipston Rd,3,h,1240000.0,S,O'Brien,3/06/2017,17.9,3192.0,3.0,1.0,4.0,605.0,130.0,1960.0,Bayside City Council,-37.97161,145.07036000000002,Southern Metropolitan,9758.0,14.633600390963725
14886,Cheltenham,4/59 Wilson St,2,u,850000.0,S,C21,3/06/2017,17.9,3192.0,2.0,1.0,2.0,0.0,81.0,1970.0,Bayside City Council,-37.96021,145.05938,Southern Metropolitan,9758.0,13.208440703107009
14887,Clayton,18 Renver Rd,3,h,1300000.0,SA,Buxton,3/06/2017,16.7,3168.0,3.0,1.0,2.0,725.0,119.0,1970.0,Monash City Council,-37.91865,145.14341000000002,South-Eastern Metropolitan,5837.0,12.732056772365837
14891,Clifton Hill,12 Stan St,2,h,700000.0,PI,hockingstuart,3/06/2017,3.6,3068.0,2.0,2.0,1.0,533.0,,,Yarra City Council,-37.79443,144.9995,Northern Metropolitan,2954.0,6.205801569495195
14893,Coburg,40A Gladstone St,3,h,880000.0,S,Jellis,3/06/2017,6.7,3058.0,3.0,2.0,1.0,229.0,,,Darebin City Council,-37.74524,144.9754,Northern Metropolitan,11204.0,12.028238073022148
14894,Coburg,17 Lobb St,4,h,1525000.0,S,Brad,3/06/2017,6.7,3058.0,4.0,2.0,2.0,604.0,,,Darebin City Council,-37.73975,144.9651,Northern Metropolitan,11204.0,12.983482205451724
14896,Coburg,1/185 Moreland Rd,3,t,690000.0,SP,Nelson,3/06/2017,6.7,3058.0,3.0,1.0,1.0,64.0,109.0,2011.0,Darebin City Council,-37.75535,144.96481,Northern Metropolitan,11204.0,11.500566443905768
14897,Coburg,11 Rolls St,2,h,960000.0,S,Woodards,3/06/2017,6.7,3058.0,2.0,1.0,3.0,398.0,,,Darebin City Council,-37.74966,144.9682,Northern Metropolitan,11204.0,11.888340299134368
14898,Coburg,44 Saunders St,3,h,1600000.0,S,Raine,3/06/2017,6.7,3058.0,3.0,2.0,2.0,737.0,169.0,1930.0,Darebin City Council,-37.75107,144.95112,Northern Metropolitan,11204.0,12.571356175767471
14899,Coburg,61 Soudan St,3,h,1157000.0,SP,Nelson,3/06/2017,6.7,3058.0,3.0,1.0,1.0,480.0,,,Darebin City Council,-37.73894,144.95067,Northern Metropolitan,11204.0,13.706364966885776
14900,Coburg,7 Wellington St,2,h,867000.0,S,Nelson,3/06/2017,6.7,3058.0,2.0,1.0,1.0,208.0,,,Darebin City Council,-37.74373,144.95783,Northern Metropolitan,11204.0,12.920263614597967
14901,Coburg North,4 Blanche Ct,3,h,690000.0,S,Brad,3/06/2017,6.7,3058.0,3.0,1.0,2.0,479.0,115.0,1980.0,Darebin City Council,-37.73251,144.98178000000001,Northern Metropolitan,3445.0,13.103974749948806
14903,Coburg North,7 Danthonia St,4,h,850000.0,PI,Nelson,3/06/2017,6.7,3058.0,4.0,2.0,2.0,300.0,157.9351,,Darebin City Council,-37.7296,144.97988,Northern Metropolitan,3445.0,13.465504080087902
14904,Coburg North,19 Golf Rd,2,h,700000.0,PI,Nelson,3/06/2017,6.7,3058.0,2.0,1.0,1.0,303.0,,,Darebin City Council,-37.73285,144.97274,Northern Metropolitan,3445.0,13.37413572281463
14905,Collingwood,226/3 Hoddle St,2,u,561000.0,S,Raine,3/06/2017,2.0,3066.0,2.0,2.0,2.0,3701.0,,2005.0,Yarra City Council,-37.80896,144.9911,Northern Metropolitan,4553.0,5.379429920698416
14907,Collingwood,24 Mater St,2,h,1025000.0,SP,Jellis,3/06/2017,2.0,3066.0,3.0,2.0,1.0,108.0,162.0,2005.0,Yarra City Council,-37.79531,144.9863,Northern Metropolitan,4553.0,6.786307588233847
14908,Craigieburn,2 Benston St,4,h,725000.0,S,@Realty,3/06/2017,20.6,3064.0,4.0,2.0,3.0,854.0,,1950.0,Hume City Council,-37.59908,144.93954,Northern Metropolitan,15510.0,28.326381623734175
14914,Craigieburn,195 Newbury Bvd,4,h,667000.0,S,Ray,3/06/2017,20.6,3064.0,4.0,2.0,2.0,480.0,214.0,2012.0,Hume City Council,-37.57201,144.90896999999998,Northern Metropolitan,15510.0,32.039932175300265
14917,Croydon,32 Allendale Rd,3,h,877500.0,S,Philip,3/06/2017,23.0,3136.0,3.0,2.0,1.0,979.0,,,Maroondah City Council,-37.7917,145.29665,Eastern Metropolitan,11925.0,23.74095300822223
14924,Dandenong,8 Trende St,3,h,678000.0,S,Ray,3/06/2017,24.7,3175.0,3.0,1.0,2.0,624.0,150.0,1970.0,Greater Dandenong City Council,-37.97806,145.20432,South-Eastern Metropolitan,10894.0,21.154538908263305
14925,Dandenong North,7 Fletcher Rd,3,h,595000.0,S,C21,3/06/2017,24.7,3175.0,3.0,1.0,1.0,530.0,128.0,1970.0,Greater Dandenong City Council,-37.96006,145.22093999999998,South-Eastern Metropolitan,8322.0,20.91147832719729
14926,Dandenong North,1/4 Rhoden Ct,2,u,305000.0,SP,Barry,3/06/2017,24.7,3175.0,2.0,1.0,1.0,141.0,73.0,1980.0,Greater Dandenong City Council,-37.95431,145.20899,South-Eastern Metropolitan,8322.0,19.69268897400387
14929,Dingley Village,138 Howard Rd,3,h,816000.0,S,Buxton,3/06/2017,22.2,3172.0,3.0,2.0,2.0,533.0,122.0,1980.0,Kingston City Council,-37.986,145.12035,South-Eastern Metropolitan,3940.0,17.58269956482777
14931,Doncaster,33 Clay Dr,4,h,2600000.0,SP,Barry,3/06/2017,12.4,3108.0,4.0,4.0,2.0,1072.0,328.0,1960.0,Manningham City Council,-37.79094,145.12733,Eastern Metropolitan,9028.0,9.974014965151733
14932,Doncaster,192 George St,3,h,1285000.0,SA,Ray,3/06/2017,12.4,3108.0,3.0,1.0,2.0,645.0,,,Manningham City Council,-37.77969,145.14033,Eastern Metropolitan,9028.0,11.635581923740636
14933,Doncaster,21 Hampshire Rd,3,h,1360000.0,SP,Woodards,3/06/2017,12.4,3108.0,3.0,1.0,2.0,647.0,127.0,1965.0,Manningham City Council,-37.79436,145.13869,Eastern Metropolitan,9028.0,10.608692017262273
14934,Doncaster,34 Henry St,5,h,1600000.0,PI,Barry,3/06/2017,12.4,3108.0,5.0,2.0,2.0,757.0,335.0,1980.0,Manningham City Council,-37.77536,145.13163,Eastern Metropolitan,9028.0,11.344988794888565
14935,Doncaster,128 High St,5,h,1370000.0,S,Jellis,3/06/2017,12.4,3108.0,5.0,2.0,2.0,768.0,,,Manningham City Council,-37.779340000000005,145.11344,Eastern Metropolitan,9028.0,9.876472377839322
14937,Doncaster East,7 Daphne St,4,h,1760000.0,S,Jellis,3/06/2017,14.3,3109.0,4.0,4.0,2.0,651.0,,,Manningham City Council,-37.78535,145.14536,Eastern Metropolitan,10999.0,11.636046267781643
14938,Doncaster East,11 Huntingfield Dr,4,h,1662000.0,S,Jellis,3/06/2017,14.3,3109.0,4.0,2.0,2.0,785.0,199.0,1980.0,Manningham City Council,-37.7738,145.16711999999998,Eastern Metropolitan,10999.0,13.942071891385957
14942,Doveton,24 Betula St,3,h,545000.0,SP,O'Brien,3/06/2017,28.8,3177.0,3.0,1.0,1.0,700.0,113.0,1960.0,Casey City Council,-37.99095,145.2316,South-Eastern Metropolitan,3533.0,23.869092384590957
14943,Eaglemont,2/12 Ashby Gr,2,u,750000.0,PI,Nelson,3/06/2017,8.9,3084.0,2.0,1.0,1.0,112.0,93.0,1960.0,Banyule City Council,-37.766890000000004,145.05206,Eastern Metropolitan,1651.0,8.562095951112278
14948,Elsternwick,5/30 College St,2,h,716000.0,S,hockingstuart,3/06/2017,7.2,3185.0,2.0,1.0,1.0,0.0,,1970.0,Glen Eira City Council,-37.89438,145.00851,Southern Metropolitan,4898.0,6.17470398015287
14949,Elsternwick,6/26 Parkside St,2,u,975000.0,SP,Gary,3/06/2017,7.2,3185.0,2.0,1.0,1.0,1764.0,106.0,1970.0,Glen Eira City Council,-37.8879,145.01198,Southern Metropolitan,4898.0,5.39349984097395
14950,Eltham,6 Grove St,4,h,975000.0,S,Morrison,3/06/2017,18.0,3095.0,4.0,1.0,2.0,1005.0,,,Banyule City Council,-37.71119,145.15333,Eastern Metropolitan,6990.0,17.955552445888753
14951,Eltham,87 Silver St,3,h,842000.0,S,Morrison,3/06/2017,18.0,3095.0,3.0,1.0,1.0,960.0,,,Banyule City Council,-37.709,145.14131,Eastern Metropolitan,6990.0,17.566364406273422
14954,Elwood,4/193 Brighton Rd,2,u,480000.0,S,McGrath,3/06/2017,7.2,3184.0,2.0,1.0,1.0,1210.0,65.0,1968.0,Port Phillip City Council,-37.8785,144.99316000000002,Southern Metropolitan,8989.0,5.398014253044351
14955,Elwood,6/229 Brighton Rd,2,u,696750.0,S,Chisholm,3/06/2017,7.2,3184.0,2.0,1.0,1.0,0.0,83.0,1930.0,Port Phillip City Council,-37.88094,144.99471,Southern Metropolitan,8989.0,5.511394610014812
14956,Elwood,108/35 Ormond Rd,1,u,420000.0,VB,Chisholm,3/06/2017,7.2,3184.0,1.0,1.0,1.0,1192.0,45.0,2009.0,Port Phillip City Council,-37.88306,144.9841,Southern Metropolitan,8989.0,6.315542123155884
14958,Elwood,3/44 Wave St,2,u,695500.0,SP,Chisholm,3/06/2017,7.2,3184.0,2.0,1.0,1.0,887.0,76.0,1973.0,Port Phillip City Council,-37.88349,144.98699,Southern Metropolitan,8989.0,6.17324043192411
14960,Epping,11 Grimwade Ct,3,h,540000.0,S,R&H,3/06/2017,19.6,3076.0,3.0,1.0,4.0,699.0,118.0,1988.0,Whittlesea City Council,-37.65105,145.04613,Northern Metropolitan,10926.0,21.307054553725436
14962,Epping,6 Letchworth Pl,3,h,620000.0,S,Harcourts,3/06/2017,19.6,3076.0,3.0,1.0,2.0,606.0,120.0,1975.0,Whittlesea City Council,-37.64954,145.03648,Northern Metropolitan,10926.0,21.451854759636692
14964,Epping,124 Northumberland Dr,4,h,598000.0,S,Harcourts,3/06/2017,19.6,3076.0,3.0,2.0,3.0,558.0,,,Whittlesea City Council,-37.64262,145.0407,Northern Metropolitan,10926.0,22.225433800831723
14966,Epping,52 Shields St,4,h,650000.0,S,Harcourts,3/06/2017,19.6,3076.0,4.0,2.0,2.0,469.0,,2010.0,Whittlesea City Council,-37.6248,145.01032,Northern Metropolitan,10926.0,24.293508451836548
14967,Essendon,1/143 Bradshaw St,2,u,762000.0,S,Brad,3/06/2017,7.5,3040.0,2.0,1.0,1.0,195.0,,,Moonee Valley City Council,-37.74125,144.89502,Western Metropolitan,9264.0,16.694691041465017
14968,Essendon,24 Butler St,3,h,1025000.0,S,Nelson,3/06/2017,7.5,3040.0,3.0,2.0,2.0,203.0,156.0,2016.0,Moonee Valley City Council,-37.75582,144.91061000000002,Western Metropolitan,9264.0,14.59150834843973
14969,Essendon,1 Daisy St,4,h,1360000.0,S,Jellis,3/06/2017,7.5,3040.0,4.0,2.0,1.0,267.0,,,Moonee Valley City Council,-37.75472,144.92723,Western Metropolitan,9264.0,13.616211170016744
14970,Essendon,48 Fitzgerald Rd,3,h,900000.0,PI,Nelson,3/06/2017,7.5,3040.0,3.0,1.0,1.0,324.0,,,Moonee Valley City Council,-37.7525,144.90417,Western Metropolitan,9264.0,15.261107720541911
14972,Essendon,27 Miller St,3,h,1320000.0,S,Rendina,3/06/2017,7.5,3040.0,3.0,2.0,1.0,276.0,149.0,1910.0,Moonee Valley City Council,-37.751259999999995,144.89558,Western Metropolitan,9264.0,15.926912830506474
14974,Essendon,1/10 Schofield St,3,u,786000.0,S,Nelson,3/06/2017,7.5,3040.0,3.0,2.0,1.0,138.0,,1982.0,Moonee Valley City Council,-37.75284,144.90975,Western Metropolitan,9264.0,14.868639229843689
14975,Essendon,35 Washington St,5,h,2210000.0,S,Brad,3/06/2017,7.5,3040.0,5.0,3.0,2.0,590.0,223.0,1880.0,Moonee Valley City Council,-37.755109999999995,144.90935,Western Metropolitan,9264.0,14.726901314721465
14978,Fairfield,13 Darling St,3,h,1200000.0,S,Nelson,3/06/2017,5.7,3078.0,3.0,1.0,2.0,440.0,,,Darebin City Council,-37.77558,145.02451000000002,Northern Metropolitan,2970.0,7.517184968516935
14979,Fawkner,108 Argyle St,3,h,700000.0,S,Nelson,3/06/2017,13.1,3060.0,3.0,2.0,2.0,400.0,146.0,1960.0,Hume City Council,-37.71693,144.96527,Northern Metropolitan,5070.0,15.25644704204566
14980,Fawkner,42 Denys St,3,h,712000.0,S,Ray,3/06/2017,13.1,3060.0,3.0,1.0,2.0,603.0,94.3,1960.0,Hume City Council,-37.70037,144.97007,Northern Metropolitan,5070.0,16.807780200527894
14981,Fawkner,16 Lynch Rd,3,h,775000.0,S,hockingstuart,3/06/2017,13.1,3060.0,3.0,1.0,2.0,621.0,141.0,1960.0,Hume City Council,-37.711929999999995,144.974,Northern Metropolitan,5070.0,15.48362048969879
14982,Fawkner,66 Queens Pde,4,h,821000.0,S,Brad,3/06/2017,13.1,3060.0,4.0,1.0,1.0,687.0,,,Hume City Council,-37.71881,144.96527,Northern Metropolitan,5070.0,15.065556683165891
14983,Ferntree Gully,32 Elton Rd,3,h,663500.0,S,Harcourts,3/06/2017,24.8,3156.0,3.0,1.0,2.0,736.0,,,Knox City Council,-37.88909,145.26935,Eastern Metropolitan,10788.0,21.265631710643056
14984,Ferntree Gully,41 Trafalgar St,3,h,805000.0,S,Harcourts,3/06/2017,24.8,3156.0,3.0,1.0,2.0,1008.0,,,Knox City Council,-37.898790000000005,145.28866000000002,Eastern Metropolitan,10788.0,23.18177900723917
14990,Flemington,23 Waltham St,4,h,1290000.0,S,hockingstuart,3/06/2017,3.4,3031.0,4.0,2.0,0.0,202.0,,,Melbourne City Council,-37.78358,144.92927,Northern Metropolitan,3593.0,11.384952061311257
14991,Flemington,36 Wellington St,4,h,2268000.0,S,Nelson,3/06/2017,3.4,3031.0,4.0,2.0,2.0,616.0,,1888.0,Melbourne City Council,-37.78474,144.9322,Northern Metropolitan,3593.0,11.099994921488864
14992,Footscray,10/17 Gordon St,2,u,270000.0,PI,Burnham,3/06/2017,5.1,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong City Council,-37.78895,144.89014,Western Metropolitan,7570.0,14.073015382598605
14993,Footscray,1 Swallow La,3,u,605000.0,S,Rendina,3/06/2017,5.1,3011.0,3.0,1.0,2.0,4096.0,,,Maribyrnong City Council,-37.8021,144.9075,Western Metropolitan,7570.0,12.086976307526694
14995,Forest Hill,42 Sandon Cct,3,u,764000.0,S,McGrath,3/06/2017,15.4,3131.0,3.0,2.0,1.0,258.0,258.0,,Whitehorse City Council,-37.83592,145.16818999999998,Eastern Metropolitan,4385.0,11.763723825343607
14998,Frankston,24 Victoria Pde,3,h,700000.0,S,O'Brien,3/06/2017,38.0,3199.0,3.0,1.0,2.0,593.0,102.0,1960.0,Frankston City Council,-38.15517,145.12705,South-Eastern Metropolitan,17055.0,35.604465505898474
14999,Frankston North,1 Monterey Bvd,3,h,452000.0,SP,Ray,3/06/2017,36.9,3200.0,3.0,1.0,0.0,624.0,114.0,1962.0,Frankston City Council,-38.1187,145.14973,Eastern Victoria,2500.0,32.243618618941404
15002,Glen Iris,9 Summerhill Rd,3,h,1890000.0,S,J,3/06/2017,7.3,3146.0,3.0,1.0,2.0,554.0,169.0,1925.0,Boroondara City Council,-37.84949,145.07726,Southern Metropolitan,10412.0,3.807393517555701
15006,Glen Waverley,91 Orchard St,4,h,1750000.0,S,Harcourts,3/06/2017,16.7,3150.0,4.0,1.0,2.0,655.0,161.0,1970.0,Monash City Council,-37.87173,145.15267,Eastern Metropolitan,15321.0,10.855636818690153
15007,Glen Waverley,1/8 Short St,2,u,1100000.0,S,Ray,3/06/2017,16.7,3150.0,2.0,1.0,1.0,258.0,106.0,1980.0,Monash City Council,-37.88245,145.15982,Eastern Metropolitan,15321.0,11.846010265038434
15010,Glenroy,92 Glenroy Rd,4,h,750000.0,PI,Barry,3/06/2017,11.2,3046.0,4.0,2.0,3.0,659.0,,,Moreland City Council,-37.70619,144.92916,Northern Metropolitan,8870.0,17.793485014218945
15011,Glenroy,16 Heather Ct,3,h,695000.0,S,Purplebricks,3/06/2017,11.2,3046.0,3.0,1.0,2.0,649.0,95.0,1955.0,Moreland City Council,-37.69777,144.91952,Northern Metropolitan,8870.0,19.036016494764898
15014,Greensborough,5 Cam St,3,h,817000.0,S,Ray,3/06/2017,16.1,3088.0,3.0,2.0,1.0,610.0,21.0,1970.0,Banyule City Council,-37.71437,145.10112,Northern Metropolitan,8524.0,15.405627602642102
15015,Greensborough,178 Henry St,3,h,760000.0,S,Barry,3/06/2017,16.1,3088.0,3.0,1.0,3.0,570.0,,,Banyule City Council,-37.70817,145.10028,Northern Metropolitan,8524.0,16.017834150556475
15016,Greenvale,1 Chester Cl,3,h,680000.0,S,Barry,3/06/2017,20.4,3059.0,3.0,2.0,1.0,650.0,204.0,1990.0,Hume City Council,-37.64049,144.8846,Northern Metropolitan,4864.0,26.069011336177972
15017,Greenvale,7 Murray Ct,5,h,1170000.0,S,Barry,3/06/2017,20.4,3059.0,5.0,3.0,5.0,1750.0,310.0,1990.0,Hume City Council,-37.65439,144.89113,Northern Metropolitan,4864.0,24.448823786549923
15019,Greenvale,23 Wallace Dr,5,h,830000.0,SP,RW,3/06/2017,20.4,3059.0,5.0,4.0,5.0,602.0,264.0,2001.0,Hume City Council,-37.65039,144.89948,Northern Metropolitan,4864.0,24.462642924777466
15020,Hadfield,117 East St,3,h,731000.0,S,Nelson,3/06/2017,11.2,3046.0,3.0,1.0,2.0,608.0,,,Moreland City Council,-37.70527,144.95084,Northern Metropolitan,2606.0,16.964701969353754
15021,Hadfield,20 Lockley St,3,h,827000.0,S,Brad,3/06/2017,11.2,3046.0,3.0,1.0,2.0,676.0,113.0,1960.0,Moreland City Council,-37.70328,144.94161,Northern Metropolitan,2606.0,17.529715254004167
15022,Hadfield,2/126 Middle St,3,t,627000.0,S,Stockdale,3/06/2017,11.2,3046.0,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland City Council,-37.70903,144.93995,Northern Metropolitan,2606.0,17.039638081194266
15024,Hallam,196 Princes Hwy,3,h,680000.0,S,Jim,3/06/2017,32.3,3803.0,3.0,1.0,2.0,795.0,,1970.0,Casey City Council,-38.00533,145.26907,South-Eastern Metropolitan,3728.0,27.378062812453447
15027,Hawthorn,3/150 Barkers Rd,3,u,690000.0,S,Peter,3/06/2017,5.3,3122.0,3.0,1.0,1.0,1396.0,95.88,1965.0,Boroondara City Council,-37.81415,145.03082,Southern Metropolitan,11308.0,3.2005951538978374
15028,Hawthorn,8/9 Coppin Gr,2,u,1022000.0,S,Jellis,3/06/2017,5.3,3122.0,2.0,1.0,1.0,2267.0,104.0,1930.0,Boroondara City Council,-37.82193,145.01748999999998,Southern Metropolitan,11308.0,2.77508901838418
15029,Hawthorn,17 Fairview St,5,h,5510000.0,S,RT,3/06/2017,5.3,3122.0,5.0,2.0,5.0,820.0,300.0,1971.0,Boroondara City Council,-37.83031,145.02973,Southern Metropolitan,11308.0,1.4582427980448893
15030,Hawthorn,49 Grove Rd,4,h,3335000.0,S,Kay,3/06/2017,5.3,3122.0,4.0,2.0,2.0,371.0,276.0,1890.0,Boroondara City Council,-37.81474,145.02608999999998,Southern Metropolitan,11308.0,3.2091858127992774
15032,Hawthorn,14/36 Lisson Gr,1,u,560000.0,S,Kay,3/06/2017,5.3,3122.0,1.0,1.0,1.0,0.0,47.0,1970.0,Boroondara City Council,-37.82694,145.03094,Southern Metropolitan,11308.0,1.7944407561781104
15034,Hawthorn,1g Robinson Rd,3,u,970000.0,S,Marshall,3/06/2017,5.3,3122.0,3.0,2.0,2.0,0.0,,,Boroondara City Council,-37.83,145.04186,Southern Metropolitan,11308.0,1.550657683974496
15035,Hawthorn,2 Scott St,2,h,1790000.0,S,Marshall,3/06/2017,5.3,3122.0,2.0,2.0,2.0,460.0,,1958.0,Boroondara City Council,-37.83432,145.04152,Southern Metropolitan,11308.0,1.1112061675763365
15036,Hawthorn,6/15 Shakespeare Gr,2,u,805000.0,S,Jellis,3/06/2017,5.3,3122.0,2.0,1.0,1.0,0.0,84.0,1965.0,Boroondara City Council,-37.82258,145.0193,Southern Metropolitan,11308.0,2.628848625734365
15038,Hawthorn East,22 Caroline St,3,h,1875000.0,S,Jellis,3/06/2017,6.2,3123.0,3.0,2.0,1.0,282.0,141.0,1890.0,Boroondara City Council,-37.82911,145.04531,Southern Metropolitan,6482.0,1.778571202750856
15039,Hawthorn East,2 Fairmount Rd,4,h,2320000.0,S,RT,3/06/2017,6.2,3123.0,4.0,2.0,2.0,528.0,199.0,1980.0,Boroondara City Council,-37.835390000000004,145.0431,Southern Metropolitan,6482.0,1.0991785169139958
15041,Hawthorn East,2/859 Toorak Rd,3,t,1465000.0,S,Jellis,3/06/2017,6.2,3123.0,3.0,2.0,2.0,265.0,177.0,2010.0,Boroondara City Council,-37.84506,145.05246,Southern Metropolitan,6482.0,1.5717294526207368
15042,Heathmont,14/270 Canterbury Rd,3,t,701000.0,SP,Philip,3/06/2017,21.3,3135.0,3.0,2.0,2.0,173.0,140.0,2009.0,Maroondah City Council,-37.8327,145.2348,Eastern Metropolitan,3794.0,17.63821056075052
15043,Heathmont,7 Christine Ct,3,h,850000.0,S,Fletchers,3/06/2017,21.3,3135.0,3.0,1.0,2.0,797.0,,,Maroondah City Council,-37.83058,145.23071000000002,Eastern Metropolitan,3794.0,17.296051858445253
15046,Heidelberg Heights,79 Bamfield Rd,3,h,885000.0,VB,Miles,3/06/2017,8.8,3081.0,3.0,1.0,1.0,592.0,125.0,1960.0,Banyule City Council,-37.737359999999995,145.05603,Eastern Metropolitan,2947.0,11.852186697214439
15049,Highett,3 The Crescent,3,h,1190000.0,SA,Buxton,3/06/2017,16.0,3190.0,3.0,1.0,1.0,635.0,,,Bayside City Council,-37.94654,145.04863,Southern Metropolitan,4794.0,11.577265178811823
15050,Hillside,4 Whitmore Pl,3,h,485000.0,SP,Brad,3/06/2017,18.0,3037.0,3.0,2.0,1.0,453.0,153.0,1997.0,Brimbank City Council,-37.688109999999995,144.74999,Western Metropolitan,5556.0,30.40914902711812
15054,Hoppers Crossing,23 Cleveland Dr,3,h,530000.0,S,hockingstuart,3/06/2017,18.4,3029.0,3.0,2.0,2.0,530.0,,,Wyndham City Council,-37.86515,144.66671000000002,Western Metropolitan,13830.0,32.491622771367595
15055,Hoppers Crossing,10 Dawe Ct,3,h,515000.0,S,hockingstuart,3/06/2017,18.4,3029.0,3.0,1.0,2.0,565.0,,,Wyndham City Council,-37.868520000000004,144.68039,Western Metropolitan,13830.0,31.322497046774888
15057,Hoppers Crossing,533 Sayers Rd,4,h,1305000.0,S,Ray,3/06/2017,18.4,3029.0,4.0,2.0,0.0,4606.0,,,Wyndham City Council,-37.849309999999996,144.6942,Western Metropolitan,13830.0,29.989466167859856
15058,Hoppers Crossing,22 Strang St,3,h,555500.0,S,hockingstuart,3/06/2017,18.4,3029.0,3.0,2.0,1.0,557.0,136.0,1971.0,Wyndham City Council,-37.87498,144.69617,Western Metropolitan,13830.0,30.015370782672058
15065,Ivanhoe,29 Livingstone St,4,h,1350000.0,PI,Nelson,3/06/2017,7.8,3079.0,4.0,1.0,2.0,587.0,,,Banyule City Council,-37.76737,145.03943999999998,Eastern Metropolitan,5549.0,8.383132258607212
15066,Ivanhoe,6/40 Magnolia Rd,3,u,910000.0,S,Miles,3/06/2017,7.8,3079.0,3.0,2.0,1.0,0.0,145.0,2006.0,Banyule City Council,-37.75822,145.05056000000002,Eastern Metropolitan,5549.0,9.490526719848022
15067,Ivanhoe,1/12 Thoresby Gr,3,h,1300000.0,PI,Nelson,3/06/2017,7.8,3079.0,3.0,2.0,2.0,334.0,128.0,2005.0,Banyule City Council,-37.76538,145.04963999999998,Eastern Metropolitan,5549.0,8.692573622347995
15068,Ivanhoe East,6 Oakdene Pl,3,h,2525000.0,VB,Miles,3/06/2017,7.8,3079.0,3.0,2.0,1.0,805.0,261.0,1930.0,Banyule City Council,-37.7714,145.05963,Eastern Metropolitan,1554.0,8.221376296816361
15069,Ivanhoe East,2/3 Rotherwood Rd,2,u,535000.0,S,Nelson,3/06/2017,7.8,3079.0,2.0,1.0,1.0,0.0,,,Banyule City Council,-37.77127,145.0499,Eastern Metropolitan,1554.0,8.0505628960597
15070,Keilor Downs,58 Tarella Dr,3,h,580000.0,SP,Ace,3/06/2017,15.5,3038.0,3.0,1.0,4.0,677.0,,,Brimbank City Council,-37.72188,144.81489,Western Metropolitan,3656.0,23.569931305480498
15071,Keilor Park,610 Fullarton Rd,3,h,670000.0,SA,Nelson,3/06/2017,10.4,3042.0,3.0,1.0,2.0,647.0,126.0,1975.0,Brimbank City Council,-37.72544,144.85259,Western Metropolitan,1119.0,20.674102687418586
15072,Kensington,9/80 Hobsons Rd,3,t,855000.0,S,Nelson,3/06/2017,3.4,3031.0,3.0,2.0,1.0,68.0,,,Melbourne City Council,-37.79554,144.91679,Northern Metropolitan,5263.0,11.642369729941308
15073,Kensington,53 Rankins Rd,2,h,990000.0,SP,Nelson,3/06/2017,3.4,3031.0,2.0,1.0,0.0,165.0,105.7,1930.0,Melbourne City Council,-37.7902,144.93192,Northern Metropolitan,5263.0,10.779856521980138
15075,Kew,3/234 Cotham Rd,2,u,630000.0,S,Lindellas,3/06/2017,5.4,3101.0,2.0,1.0,1.0,1037.0,,1960.0,Boroondara City Council,-37.80897,145.04758999999999,Southern Metropolitan,10331.0,3.9204086541109016
15076,Kew,3/26 Edgevale Rd,2,t,942000.0,S,hockingstuart,3/06/2017,5.4,3101.0,2.0,1.0,1.0,0.0,109.0,1975.0,Boroondara City Council,-37.81439,145.04237,Southern Metropolitan,10331.0,3.2235133753531855
15077,Kew,139 Eglinton St,2,h,912500.0,S,Domain,3/06/2017,5.4,3101.0,2.0,1.0,2.0,239.0,,,Boroondara City Council,-37.8008,145.04336,Southern Metropolitan,10331.0,4.7229149522656595
15078,Kew,1/321 High St,1,u,515000.0,S,Marshall,3/06/2017,5.4,3101.0,1.0,1.0,1.0,0.0,62.0,1900.0,Boroondara City Council,-37.80468,145.03614,Southern Metropolitan,10331.0,4.233739852416355
15080,Kew,3/29 Mary St,2,u,672000.0,S,Nelson,3/06/2017,5.4,3101.0,2.0,1.0,1.0,710.0,,1960.0,Boroondara City Council,-37.8055,145.03799999999998,Southern Metropolitan,10331.0,4.150548529500924
15083,Kew East,11 Arden Ct,4,h,2162000.0,S,Jellis,3/06/2017,7.3,3102.0,4.0,2.0,3.0,794.0,192.0,1950.0,Boroondara City Council,-37.79172,145.05863,Southern Metropolitan,2671.0,6.0454591643981415
15085,Kew East,7 Riverside Dr,3,h,2260000.0,S,Jellis,3/06/2017,7.3,3102.0,3.0,2.0,4.0,753.0,280.0,1937.0,Boroondara City Council,-37.79017,145.06381000000002,Southern Metropolitan,2671.0,6.37558313169807
